run_id,configuration,case,variant,mode,repetition,workbook,timestep,attempt_count,objective_metric,best_usable_attempt,best_usable_economic_attempt,selected_attempt,evaluator_accepted_attempt,best_usable_objective,best_usable_candidate_objective,selected_objective,selected_is_best_usable_candidate,selected_is_best_usable_objective,selected_objective_regret,accepted_rerun_worse_than_earlier_usable_attempt,accepted_rerun_economically_worse_than_earlier_usable_attempt,rejected_negative_pto_cost_count,no_op_rejection_feedback_count
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r001,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_001.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r001,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_001.xlsx,11,2,projected_full_day_pto_cost,2,1,2,2.0,124.94611,125.228653,125.228653,True,False,0.2825429999999898,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r002,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_002.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r002,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_002.xlsx,11,1,projected_full_day_pto_cost,1,1,1,1.0,125.134472,125.134472,125.134472,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r003,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_003.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r003,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_003.xlsx,11,1,projected_full_day_pto_cost,1,1,1,1.0,125.134472,125.134472,125.134472,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r004,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_004.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r004,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_004.xlsx,11,1,projected_full_day_pto_cost,1,1,1,1.0,125.288204,125.288204,125.288204,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r005,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_005.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__evaluator_removal__r005,evaluator_removal,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/evaluator_removal_rep_005.xlsx,11,1,projected_full_day_pto_cost,1,1,1,1.0,125.134472,125.134472,125.134472,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r001,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r001,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,11,2,projected_full_day_pto_cost,1,2,1,,124.94611,125.134472,125.134472,True,False,0.18836199999999792,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r002,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r002,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,11,2,projected_full_day_pto_cost,1,2,1,,124.94611,125.134472,125.134472,True,False,0.18836199999999792,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r003,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r003,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,11,2,projected_full_day_pto_cost,1,1,1,,125.134472,125.134472,125.134472,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r004,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r004,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,11,2,projected_full_day_pto_cost,1,2,1,,123.67822,125.134472,125.134472,True,False,1.4562520000000063,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r005,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,118.119122,124.205473,124.205473,True,False,6.086350999999993,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r005,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,11,1,projected_full_day_pto_cost,1,1,1,1.0,124.205473,124.205473,124.205473,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,117.673052,123.139352,123.139352,True,False,5.466300000000004,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,11,2,projected_full_day_pto_cost,2,1,2,,152.002581,153.756646,153.756646,True,False,1.754064999999997,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,5,2,projected_full_day_pto_cost,2,1,2,2.0,117.673052,123.139352,123.139352,True,False,5.466300000000004,False,True,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,11,2,projected_full_day_pto_cost,2,1,2,,152.002581,153.756646,153.756646,True,False,1.754064999999997,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,5,2,projected_full_day_pto_cost,1,1,1,,117.673052,117.673052,117.673052,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,11,2,projected_full_day_pto_cost,2,1,2,,155.854051,159.908211,159.908211,True,False,4.054159999999996,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,5,2,projected_full_day_pto_cost,1,1,1,,117.673052,117.673052,117.673052,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,11,2,projected_full_day_pto_cost,2,1,2,,155.854051,159.908201,159.908201,True,False,4.054149999999993,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,5,2,projected_full_day_pto_cost,1,1,1,,117.673052,117.673052,117.673052,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__altruistic__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,11,2,projected_full_day_pto_cost,2,1,2,,155.854051,159.908201,159.908201,True,False,4.054149999999993,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r001,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_001.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,1
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r001,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_001.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r002,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_002.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r002,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_002.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r003,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_003.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r003,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_003.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r004,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_004.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,1
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r004,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_004.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r005,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_005.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__deterministic_pricing_substitution__r005,deterministic_pricing_substitution,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_005.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r001,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_001.xlsx,30,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r001,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_001.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r002,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_002.xlsx,30,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r002,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_002.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r003,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_003.xlsx,30,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r003,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_003.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r004,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_004.xlsx,30,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r004,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_004.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,126.784141,126.784141,126.784141,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r005,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_005.xlsx,30,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__evaluator_removal__r005,evaluator_removal,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/evaluator_removal_rep_005.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r001,full_agentic,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,1
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r001,full_agentic,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r002,full_agentic,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r002,full_agentic,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r003,full_agentic,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,1
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r003,full_agentic,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r004,full_agentic,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,30,2,projected_full_day_pto_cost,2,2,2,,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r004,full_agentic,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r005,full_agentic,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,30,2,projected_full_day_pto_cost,2,2,2,,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
