contrast,question,case,variant,mode,candidate_configuration,baseline_configuration,metric,metric_label,preferred_direction,candidate_feasible_runs,baseline_feasible_runs,candidate_mean_feasible_only,baseline_mean_feasible_only,raw_candidate_minus_baseline,raw_difference_ci95_low,raw_difference_ci95_high,benefit_aligned_difference
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2395.1886,2395.1886,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247411444141,0.08110247411444141,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.12136361354540832,0.12136361354540832,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,800.0,800.0,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,2000.0,2000.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,395.1886,396.15088,-0.9622799999999643,-2.8868399999999497,0.0,-0.9622799999999643
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2395.1886,2396.1508799999997,-0.9622799999997369,-2.8868399999996655,0.0,-0.9622799999997369
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247411444141,0.08110247411444141,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.12136361354540832,0.12128449437856097,7.911916684735787e-05,0.0,0.0002373575005420181,7.911916684735787e-05
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,altruistic,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,800.0,800.0,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1920.0,1900.0,20.0,0.0,60.0,20.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,400.0,400.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2320.0,2300.0,20.0,0.0,60.0,20.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,0.96,0.95,0.010000000000000009,0.0,0.030000000000000138,0.010000000000000009
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08203569754768392,0.08213917711171662,-0.00010347956403269909,-0.0003104386920980834,0.0,0.00010347956403269909
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.1213542098092643,0.1213542098092643,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,500.0,500.0,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1920.0,1900.0,20.0,0.0,60.0,20.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,400.0,400.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2320.0,2300.0,20.0,0.0,60.0,20.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,0.96,0.95,0.010000000000000009,0.0,0.030000000000000138,0.010000000000000009
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08203569754768392,0.08213917711171662,-0.00010347956403269909,-0.0003104386920980834,0.0,0.00010347956403269909
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.1213542098092643,0.1213542098092643,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,altruistic,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,500.0,500.0,0.0,0.0,0.0,-0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0005593144756,1800.0005593144756,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,295.1237999999976,295.1237999999984,-8.526512829121202e-13,-1.9895196601282805e-12,-1.7053025658242404e-13,-8.526512829121202e-13
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2095.124359314473,2095.124359314474,-9.094947017729282e-13,-1.3642420526593924e-12,0.0,-9.094947017729282e-13
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247535470216,0.08110247535470216,0.0,0.0,0.0,-0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.12162868689120745,0.12162868689120745,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,rule_parser_trigger_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0005593144756,1800.0005593144756,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,295.1237999999976,295.1237999999957,1.8758328224066645e-12,9.663381206337363e-13,2.3305801732931286e-12,1.8758328224066645e-12
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2095.124359314473,2095.1243593144713,1.8189894035458565e-12,1.3642420526593924e-12,2.2737367544323206e-12,1.8189894035458565e-12
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247535470216,0.08110247535470216,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.12162868689120745,0.12162868689120745,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0005593144756,1800.0005593144756,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,295.1237999999976,295.1237999999955,2.0463630789890885e-12,1.0800249583553523e-12,2.6716406864579767e-12,2.0463630789890885e-12
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2095.124359314473,2095.124359314471,2.2737367544323206e-12,1.3642420526593924e-12,2.7284841053187847e-12,2.2737367544323206e-12
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247535470216,0.08110247535470216,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.12162868689120745,0.12162868689120747,-1.3877787807814457e-17,-1.3877787807814457e-17,0.0,-1.3877787807814457e-17
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,altruistic,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
