notice_id,scenario_id,event_id,source_type,wording_variant,report_timestep,text,canonical
SVC-02-severity_change-indirect,svc_route6_closure,SVC-02,service_alert,indirect,12,The condition has worsened and requires re-evaluation. Bus 6 is now delayed 28 minutes. Bus 6 energy consumption now increases 12 percent.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""severity_change"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":28},""energy_multiplier_by_bus"":{""6"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-severity_change-operational,svc_route6_closure,SVC-02,service_alert,operational,12,SVC-02 dispatch correction: replace the earlier timing allowance with 28 min; use 1.12x traction energy for that block. Earlier values are superseded.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""severity_change"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":28},""energy_multiplier_by_bus"":{""6"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-recovery-explicit,svc_route6_closure,SVC-02,service_alert,explicit,14,Normal service is restored for buses 6.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-recovery-indirect,svc_route6_closure,SVC-02,service_alert,indirect,14,Normal service is restored for buses 6.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-recovery-operational,svc_route6_closure,SVC-02,service_alert,operational,14,"SVC-02 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-stable-explicit,svc_route6_closure,SVC-02,service_alert,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""stable"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-stable-indirect,svc_route6_closure,SVC-02,service_alert,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""stable"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-02-stable-operational,svc_route6_closure,SVC-02,service_alert,operational,15,SVC-02 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""SVC-02"",""source_type"":""service_alert"",""event_type"":""service_delay"",""phase"":""stable"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route6_closure""]}"
SVC-03-onset-explicit,svc_route2_substitution,SVC-03,service_alert,explicit,10,Bus 2 has a route substitution. Delay is 15 minutes and energy consumption increases 12 percent.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""onset"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-onset-indirect,svc_route2_substitution,SVC-03,service_alert,indirect,10,A substitute alignment applies to bus 2; allow about 15 extra minutes and roughly 12% more route energy.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""onset"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-onset-operational,svc_route2_substitution,SVC-03,service_alert,operational,10,Control note SVC-03: substitute alignment assigned to unit 2. Use a +15 min cycle allowance and 1.12x route energy until released.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""onset"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-persistence-explicit,svc_route2_substitution,SVC-03,service_alert,explicit,11,The condition continues unchanged. Bus 2 has a route substitution. Delay is 15 minutes and energy consumption increases 12 percent.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""persistence"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-persistence-indirect,svc_route2_substitution,SVC-03,service_alert,indirect,11,The condition continues unchanged. A substitute alignment applies to bus 2; allow about 15 extra minutes and roughly 12% more route energy.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""persistence"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-persistence-operational,svc_route2_substitution,SVC-03,service_alert,operational,11,SVC-03 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""persistence"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":15},""energy_multiplier_by_bus"":{""2"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-severity_change-explicit,svc_route2_substitution,SVC-03,service_alert,explicit,12,The condition has worsened and requires re-evaluation. Bus 2 is now delayed 21 minutes. Bus 2 energy consumption now increases 18 percent.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""severity_change"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":21},""energy_multiplier_by_bus"":{""2"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-severity_change-indirect,svc_route2_substitution,SVC-03,service_alert,indirect,12,The condition has worsened and requires re-evaluation. Bus 2 is now delayed 21 minutes. Bus 2 energy consumption now increases 18 percent.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""severity_change"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":21},""energy_multiplier_by_bus"":{""2"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-severity_change-operational,svc_route2_substitution,SVC-03,service_alert,operational,12,SVC-03 dispatch correction: replace the earlier timing allowance with 21 min; use 1.18x traction energy for that block. Earlier values are superseded.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""severity_change"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":21},""energy_multiplier_by_bus"":{""2"":1.18},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-recovery-explicit,svc_route2_substitution,SVC-03,service_alert,explicit,14,Normal service is restored for buses 2.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""recovery"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-recovery-indirect,svc_route2_substitution,SVC-03,service_alert,indirect,14,Normal service is restored for buses 2.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""recovery"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-recovery-operational,svc_route2_substitution,SVC-03,service_alert,operational,14,"SVC-03 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""recovery"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-stable-explicit,svc_route2_substitution,SVC-03,service_alert,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""stable"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-stable-indirect,svc_route2_substitution,SVC-03,service_alert,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""stable"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
SVC-03-stable-operational,svc_route2_substitution,SVC-03,service_alert,operational,15,SVC-03 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""SVC-03"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""stable"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{""2"":0},""energy_multiplier_by_bus"":{""2"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""svc_route2_substitution""]}"
