run_id,run_family,configuration,method,case,variant,mode,repetition,stochastic,uses_external_llm,model,reused_complete_workbook,workbook,workbook_sha256,solver_names,solver_fallback_errors,status,timesteps_completed,optimizer_calls,maximum_pricing_reruns,maximum_optimizer_attempts_per_trigger,agent_role_provenance,accepted_optimizer_calls,evaluator_accepted_optimizer_calls,forced_optimizer_selections,retained_better_candidate_selections,optimize_decisions,realized_pto_cost,realized_aggregator_revenue,realized_grid_net_cost,realized_buy_kwh,realized_sell_kwh,curtailed_energy_kwh,event_model_mismatch_timesteps,delay_parameter_absolute_error_minutes,return_delay_parameter_absolute_error_minutes,charger_power_absolute_error_kw,charger_availability_mismatch_count,minimum_observed_soc_fraction,terminal_minimum_soc_fraction,maximum_reserve_shortfall_kwh,reserve_violation_timesteps,llm_request_attempts,llm_successful_requests,llm_failed_attempts,llm_input_tokens,llm_cached_input_tokens,llm_cache_write_tokens,llm_uncached_input_tokens,llm_output_tokens,llm_reasoning_tokens,llm_total_tokens,llm_latency_seconds,llm_approximate_cost_usd,run_wall_seconds,run_process_cpu_seconds,run_average_cpu_cores,run_average_cpu_percent_total_capacity,run_logical_cpu_count,run_rss_start_mb,run_rss_end_mb,run_peak_rss_mb,run_peak_rss_delta_mb,run_memory_sampler_available,local_measurement_scope,provider_compute_scope,baseline_aggregator_revenue_reference,baseline_revenue_retention_fraction,baseline_revenue_retention_floor,baseline_revenue_retention_shortfall,baseline_revenue_retention_compliant,revenue_neutrality_active,revenue_neutrality_floor,revenue_neutrality_shortfall,revenue_neutrality_compliant
aw_combined_evening__selfish__uncertain_chat__full_agentic__r001,secondary_role_ablation,full_agentic,full_agentic,aw_combined_evening,uncertain_chat,selfish,1,True,True,gpt-5.6-luna,False,results/revision/ablation_final_v5/aw_combined_evening/selfish/uncertain_chat/full_agentic_rep_001.xlsx,c804cccf76e15d4c2d7c050f415965f06d8cb4464b6109f04f011f042371e509,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,144.5318195349086,33.12492536716248,111.4068941677461,1800.0,300.0,0.0,0,0,0,0,0,0.2,0.207627397260274,0.0,0,14,14,0,142077,52681,89354,42,7654,1702,149731,65.259076,0.03258532,79.638214,15.671875,0.196788,1.229927,16,129.406,263.223,322.73,193.324,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,,,,,,,,,
aw_combined_evening__selfish__uncertain_chat__full_agentic__r002,secondary_role_ablation,full_agentic,full_agentic,aw_combined_evening,uncertain_chat,selfish,2,True,True,gpt-5.6-luna,False,results/revision/ablation_final_v5/aw_combined_evening/selfish/uncertain_chat/full_agentic_rep_002.xlsx,fb08b5a65c247c1bc16eaf85cdf003617d8b4bcd16c887ad69e85e7366161f12,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,144.5318195349086,33.12492536716248,111.4068941677461,1800.0,300.0,0.0,0,0,0,0,0,0.2,0.207627397260274,0.0,0,14,14,0,144345,74031,70272,42,8187,1651,152532,65.146452,0.02888142,79.39977,15.3125,0.192853,1.205333,16,129.359,261.512,325.562,196.203,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,,,,,,,,,
aw_combined_evening__selfish__uncertain_chat__full_agentic__r003,secondary_role_ablation,full_agentic,full_agentic,aw_combined_evening,uncertain_chat,selfish,3,True,True,gpt-5.6-luna,False,results/revision/ablation_final_v5/aw_combined_evening/selfish/uncertain_chat/full_agentic_rep_003.xlsx,7c3fbcfda9a3359c166956a71dea26d60c3fa54a33e7a8664a074a65c3be7625,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,143.8468218107139,33.75788866906208,110.0889331416518,1800.0,295.1237999999951,4.876200000004914,0,0,0,0,0,0.2,0.207627397260274,0.0,0,14,14,0,143244,62425,80777,42,8631,1987,151875,67.977311,0.03180835,82.552997,15.75,0.190787,1.192416,16,129.23,260.836,307.613,178.383,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,,,,,,,,,
aw_combined_evening__selfish__uncertain_chat__full_agentic__r004,secondary_role_ablation,full_agentic,full_agentic,aw_combined_evening,uncertain_chat,selfish,4,True,True,gpt-5.6-luna,False,results/revision/ablation_final_v5/aw_combined_evening/selfish/uncertain_chat/full_agentic_rep_004.xlsx,8c1c1677e40945b01dabd2bebc5a7a80a097ede6cfe049ba865988d9f5bc92c0,['gurobi'],[],complete,48,3,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,138.8214489737059,28.73251583205412,110.0889331416517,1800.0,295.1237999999957,4.876200000004303,0,0,0,0,0,0.2,0.207627397260274,0.0,0,12,12,0,123590,56307,67247,36,6669,1399,130259,55.062619,0.02594789,67.071939,13.234375,0.197316,1.233226,16,129.414,248.586,312.996,183.582,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,,,,,,,,,
aw_combined_evening__selfish__uncertain_chat__full_agentic__r005,secondary_role_ablation,full_agentic,full_agentic,aw_combined_evening,uncertain_chat,selfish,5,True,True,gpt-5.6-luna,False,results/revision/ablation_final_v5/aw_combined_evening/selfish/uncertain_chat/full_agentic_rep_005.xlsx,ff131531fd6e8367611b51141fffb7ce156b9c026e0b0de13d95cb0166380b9f,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,143.128911405427,33.03997826377526,110.0889331416517,1800.0,295.1237999999958,4.876200000004232,0,0,0,0,0,0.2,0.207627397260274,0.0,0,14,14,0,142425,62425,79958,42,8217,1746,150642,68.503641,0.0311068,82.407523,15.203125,0.184487,1.153044,16,129.582,253.215,313.293,183.711,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,,,,,,,,,
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r001,secondary_role_ablation,full_agentic,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,1,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,1af26b76439ce79df91527c1d0213c79486a4f8e78397f39445902d54b7995e3,['gurobi'],[],complete,48,2,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",1,0,1,0,1,123.710099627881,9.4666679269491,114.2434317009319,2000.0,395.1886,4.811400000000006,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,8,8,0,94036,21789,72223,24,4752,1155,98788,38.091262,0.02419873,55.257174,19.421875,0.351482,2.196759,16,128.859,243.285,334.949,206.09,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r002,secondary_role_ablation,full_agentic,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,2,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,16e1633246369e971b9eb632cb453262c4c25a551680c746d371e658fdf4fe0f,['gurobi'],[],complete,48,2,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",1,0,1,0,1,123.710099627881,9.4666679269491,114.2434317009319,2000.0,395.1886,4.811400000000006,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,8,8,0,94167,38163,55980,24,4948,1080,99115,36.352261,0.02070066,48.785519,19.484375,0.399388,2.496178,16,128.578,239.312,332.16,203.582,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r003,secondary_role_ablation,full_agentic,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,3,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,b4508d6837dd697469c59e4f4f60be7dcde9866af96216fdf3389bddbac3bb1b,['gurobi'],[],complete,48,2,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",1,1,0,0,1,123.710099627881,9.4666679269491,114.2434317009319,2000.0,395.1886,4.811400000000006,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,8,8,0,94324,38163,56137,24,4641,831,98965,34.934351,0.02037151,47.12481,18.96875,0.402522,2.515759,16,128.68,244.441,341.586,212.906,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r004,secondary_role_ablation,full_agentic,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,4,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,fb3bc6a618bc8f4265922d948e198873fe83f5dfa90b8039b3949f023f90347f,['gurobi'],[],complete,48,2,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",1,0,1,0,1,123.710099627881,9.4666679269491,114.2434317009319,2000.0,395.1886,4.811400000000006,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,8,8,0,93858,38163,55671,24,4446,974,98304,34.063794,0.02002101,46.412705,19.5625,0.42149,2.634314,16,129.008,239.664,332.996,203.988,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r005,secondary_role_ablation,full_agentic,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,5,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,4dfe1ce314e9c2202d3a04d95490540299d316e602f63a1940dec5f928dce4fa,['gurobi'],[],complete,48,2,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",1,0,1,0,1,123.710099627881,9.4666679269491,114.2434317009319,2000.0,395.1886,4.811400000000006,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,8,8,0,94490,38163,56303,24,5050,986,99540,40.112935,0.02090381,52.355662,19.515625,0.372751,2.329694,16,128.855,251.828,348.188,219.332,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r001,secondary_role_ablation,full_agentic,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,1,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,c1c324b354b45885fcb62a10d7ecb223b3c5e15253b2aaaa40518b957d03e374,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,125.1344718883869,9.397801588659386,115.7366702997275,2000.0,400.0,0.0,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,13,13,0,154277,49741,104497,39,7726,1836,162003,59.584193,0.03639807,86.994107,51.859375,0.596125,3.725782,16,128.652,290.789,368.316,239.664,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r002,secondary_role_ablation,full_agentic,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,2,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,2e7f6c56aeef94a669faf924bb140256edcecb8f60b076d553a3c3e834d3f253,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,125.1344718883869,9.397801588659386,115.7366702997275,2000.0,400.0,0.0,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,13,13,0,154416,54561,99816,39,8428,2452,162844,63.021308,0.03616662,90.582579,51.96875,0.573717,3.58573,16,128.688,289.383,369.121,240.434,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r003,secondary_role_ablation,full_agentic,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,3,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,4968f3c2d07c3868b63137498d69e8bdebc8e99491d622b0caaa2d05763a4da2,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,125.1344718883869,9.397801588659386,115.7366702997275,2000.0,400.0,0.0,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,13,13,0,154651,54561,100051,39,8974,2465,163625,66.548184,0.03688057,91.303156,43.984375,0.48174,3.010875,16,128.664,291.043,370.246,241.582,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r004,secondary_role_ablation,full_agentic,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,4,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,a6d1cfda71c07aa036a821766d110343ff229e0355c7f7dc9e7d151710350483,['gurobi'],[],complete,48,4,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,1,1,0,2,125.1344718883869,9.397801588659386,115.7366702997275,2000.0,400.0,0.0,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,13,13,0,154201,54561,99601,39,9000,2743,163201,68.817155,0.03679927,97.097905,55.984375,0.576577,3.603603,16,128.652,300.699,367.664,239.012,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
aw_charger_bank_shutdown__altruistic__uncertain_chat__full_agentic__r005,secondary_role_ablation,full_agentic,full_agentic,aw_charger_bank_shutdown,uncertain_chat,altruistic,5,True,True,gpt-5.6-luna,False,results/revision/ablation_altruistic_v6/aw_charger_bank_shutdown/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,a29c9637d7eb59a426dcdcc338c344bae95bc4a81657f64d4db107662e48b868,['gurobi'],[],complete,48,3,1,2,"{""evaluator"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""pricing"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": false, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}, ""trigger"": {""backend"": ""OpenAIAgentBackend"", ""deterministic_numerical_trigger_fallback"": false, ""evidence_gate"": true, ""model"": ""gpt-5.6-luna"", ""pricing_guidance_variant"": ""base"", ""trigger_confidence_threshold"": 0.0, ""trigger_prompt_variant"": ""baseline""}}",2,2,0,0,2,124.205473380594,9.503598721193445,114.7018746594005,2000.0,400.0,0.0,0,0,0,0,0,0.2,0.2048408219178082,0.0,0,11,11,0,129870,48807,81030,33,5839,1039,135709,44.767017,0.02824704,64.528831,35.296875,0.546994,3.418712,16,128.742,262.98,347.426,218.684,True,current Python process; native in-process solver work included,OpenAI server-side GPU/FLOPs/energy not exposed by API,18.4285133071845,0.5,9.214256653592248,0.0,True,True,9.214256653592248,0.0,True
