contrast,question,case,variant,mode,candidate_configuration,baseline_configuration,metric,metric_label,preferred_direction,candidate_feasible_runs,baseline_feasible_runs,candidate_mean_feasible_only,baseline_mean_feasible_only,raw_candidate_minus_baseline,raw_difference_ci95_low,raw_difference_ci95_high,benefit_aligned_difference
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2399.9999999999773,1995.1886,404.8113999999773,404.8113999999773,404.8113999999773,404.8113999999773
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08118012534059944,0.08097161368452921,0.00020851165607023436,0.00020851165607023436,0.00020851165607023436,-0.00020851165607023436
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.11907164850136234,0.12137324908369695,-0.002301600582334612,-0.002301600582334612,-0.002301600582334612,-0.002301600582334612
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,800.0,800.0,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1999.9999999999886,1600.0,399.99999999998863,399.99999999998863,399.99999999998863,399.99999999998863
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,399.9999999999887,0.0,399.9999999999887,399.9999999999887,399.9999999999887,399.9999999999887
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2399.9999999999773,1600.0,799.9999999999773,799.9999999999773,799.9999999999773,799.9999999999773
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,,,,,
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08118012534059944,0.08080803814713895,0.0003720871934604908,0.0003720871934604908,0.0003720871934604908,-0.0003720871934604908
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.11907164850136234,,,,,
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_route6_late_return,uncertain_chat,selfish,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,800.0,800.0,0.0,0.0,0.0,-0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,4,1660.0,1599.9999592871418,60.00004071285821,4.071285820828052e-05,140.0000407128582,60.00004071285821
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,4,60.00000632520638,1.1056237280341873e-05,59.9999952689691,-1.5684277090127645e-06,139.99998894376273,59.9999952689691
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,4,1720.0000063252064,1599.9999703433791,120.0000359818273,3.2819224088598276e-05,280.0000296566209,120.0000359818273
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,4,1.0,1.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,4,1.0,1.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,4,0.0813913773797439,0.08338841959032983,-0.001997042210585928,-0.002028314018598168,-0.0019561483262383744,0.001997042210585928
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,4,0.1221265940054496,0.1213542098092643,0.0007723841961853051,0.0,0.0015447683923706101,0.0007723841961853051
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,4,520.0,800.0,-280.0,-300.0,-240.0,280.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1660.0,1600.0,60.0,0.0,140.0,60.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,60.00000632520638,1.581301595221518e-05,59.99999051219043,-6.3252063808860726e-06,139.99998418698405,59.99999051219043
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,1720.0000063252064,1600.000015813016,119.99999051219038,-6.325206413748674e-06,279.99998418698397,119.99999051219038
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.0813913773797439,0.08136010558583105,3.127179391285151e-05,0.0,7.216567826040521e-05,-3.127179391285151e-05
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.1221265940054496,0.12212659400544959,1.3877787807814457e-17,0.0,2.7755575615628914e-17,1.3877787807814457e-17
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,520.0,500.0,20.0,0.0,60.0,-20.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1660.0,1620.0,40.0,-40.0,120.0,40.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,60.00000632520638,20.00001265041276,39.999993674793615,-39.99999367479362,119.99999051219042,39.999993674793615
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,1720.0000063252064,1640.0000126504128,79.99999367479359,-79.99999367479404,239.99999051219038,79.99999367479359
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.0813913773797439,0.08137093043757013,2.044694217377685e-05,-2.1649703478121562e-05,6.254358782566138e-05,-2.044694217377685e-05
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.1221265940054496,0.12212659400544959,1.3877787807814457e-17,-1.3877787807814457e-17,2.7755575615628914e-17,1.3877787807814457e-17
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_charger_bank_shutdown,uncertain_chat,selfish,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,520.0,500.0,20.0,0.0,60.0,-20.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0,1800.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,257.0742799999973,238.0495199999992,19.02475999999811,-38.04952000000026,76.09903999999631,19.02475999999811
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2057.074279999997,2038.0495199999991,19.02475999999797,-38.04952000000003,76.0990399999962,19.02475999999797
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,0.8666666666666666,0.806609023060832,0.06005764360583454,-0.1377393487072216,0.2578546359188906,0.06005764360583454
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247411444141,0.08110247411444141,0.0,0.0,0.0,-0.0
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.11908062445238898,0.11794276679741975,0.0011378576549692376,-0.002638844815111757,0.004914560125050274,0.0011378576549692376
llm_trigger_contribution,What changes when the LLM Trigger is replaced by the frozen rule parser?,aw_combined_evening,uncertain_chat,selfish,full_agentic,rule_parser_trigger_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0,1800.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,257.0742799999973,295.1237999999957,-38.04951999999838,-76.09903999999668,-5.684341886080802e-14,-38.04951999999838
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2057.074279999997,2095.1237999999958,-38.049519999998665,-76.09903999999688,0.0,-38.049519999998665
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,0.8666666666666666,1.0,-0.13333333333333341,-0.26666666666666683,0.0,-0.13333333333333341
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247411444141,0.08110247411444141,0.0,0.0,0.0,-0.0
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.11908062445238898,0.12162868689120745,-0.0025480624388184714,-0.005096124877636915,1.3877787807814457e-17,-0.0025480624388184714
llm_pricing_contribution,What changes when LLM pricing is replaced by the deterministic price-zone heuristic?,aw_combined_evening,uncertain_chat,selfish,full_agentic,deterministic_pricing_substitution,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,downward_flexibility_cheap_buy_kwh,Cheap-period charging (downward flexibility delivered),higher,5,5,1800.0,1800.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,upward_flexibility_expensive_sell_kwh,Expensive-period V2G export (upward flexibility delivered),higher,5,5,257.0742799999973,297.07427999999743,-40.000000000000114,-79.02475999999916,-0.9752400000011789,-40.000000000000114
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,price_aligned_flexibility_kwh,Cheap charging plus expensive V2G export,higher,5,5,2057.074279999997,2097.0742799999975,-40.000000000000455,-79.0247599999991,-0.9752400000015768,-40.000000000000455
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,cheap_period_buy_share,Share of charging completed in cheap-price intervals,higher,5,5,1.0,1.0,0.0,0.0,0.0,0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,expensive_period_sell_share,Share of V2G export completed in expensive-price intervals,higher,5,5,0.8666666666666666,1.0,-0.13333333333333341,-0.26666666666666683,0.0,-0.13333333333333341
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_buy_grid_price,Energy-weighted grid price when charging,lower,5,5,0.08110247411444141,0.08110247411444141,0.0,0.0,0.0,-0.0
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,energy_weighted_average_sell_grid_price,Energy-weighted grid price when exporting,higher,5,5,0.11908062445238898,0.12162188061792156,-0.0025412561655325794,-0.005092721740993983,6.806273285905884e-06,-0.0025412561655325794
llm_evaluator_contribution,What changes when the LLM evaluator is removed?,aw_combined_evening,uncertain_chat,selfish,full_agentic,evaluator_removal,peak_net_import_kwh_per_interval,Maximum realized net import in one 30-minute interval,lower,5,5,720.0,720.0,0.0,0.0,0.0,-0.0
