run_id,configuration,case,variant,mode,repetition,workbook,timestep,attempt_count,objective_metric,best_usable_attempt,best_usable_economic_attempt,selected_attempt,evaluator_accepted_attempt,best_usable_objective,best_usable_candidate_objective,selected_objective,selected_is_best_usable_candidate,selected_is_best_usable_objective,selected_objective_regret,accepted_rerun_worse_than_earlier_usable_attempt,accepted_rerun_economically_worse_than_earlier_usable_attempt,rejected_negative_pto_cost_count,no_op_rejection_feedback_count
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,1,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,5,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017617,13.017617,13.017617,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,1,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,11,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017618,13.017618,13.017618,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,2,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,5,2,projected_full_day_aggregator_revenue,2,2,2,2.0,17.284792,17.284792,17.284792,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,2,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,11,2,projected_full_day_aggregator_revenue,2,2,2,2.0,22.071839,22.071839,22.071839,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,3,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,5,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017617,13.017617,13.017617,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,3,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,11,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017618,13.017618,13.017618,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,4,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,5,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017617,13.017617,13.017617,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,4,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,11,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017618,13.017618,13.017618,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,5,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,5,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017617,13.017617,13.017617,True,True,0.0,False,False,0,0
aw_charger_bank_shutdown__selfish__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_charger_bank_shutdown,uncertain_chat,selfish,5,results/revision/v8_targeted_rule_parser_charger/aw_charger_bank_shutdown/selfish/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,11,1,projected_full_day_aggregator_revenue,1,1,1,1.0,13.017618,13.017618,13.017618,True,True,0.0,False,False,0,0
